Review ID,Username,Rating,Review Text,Date,label
c2cf6ce7-d338-4094-b03b-b9e401fba666,Pengguna Google,1,Lemot banget aplikasi nya selalu bermasalah gimana sih teknologi setengah² banyak buggg,2026-05-06 2:12:12,1
2d1f739b-6818-46dc-a985-a8ddb42223e7,Pengguna Google,1,buruk sekali. pesan dari tadi gak bisa² lebih di tingkatkan pelayananya,2026-05-06 2:10:33,1
cecab01d-c8e9-43db-8387-b72fc4a567cc,Pengguna Google,1,"Kata gua mah gini da. Kalo belum becus bikin aplikasi, ga perlu apa-apa harus online. Lebih pinter lagi lah KAI. makin payah aja",2026-05-06 2:00:53,0
3f833933-3105-4a1d-9e34-a61a33f1f507,Pengguna Google,1,"online aja masih antre gk jelass gk jelass, udh mah bnyk errornya, jadwal kereta hilang2",2026-05-06 1:55:46,1
e4859b8a-b3dc-4a50-b2b9-c396f90fe8d6,Pengguna Google,1,min kenapa jadi susah sih mau beli tiket gak bisa bisa,2026-05-06 1:47:50,1
0107cbf0-a362-4360-964b-f37c4436cd6a,Pengguna Google,1,"aplikasinya nge-bug terus cek riwayat transaksi gabisa, beli tiket gabisa, mohon diperbaiki",2026-05-06 1:46:49,1
ccc01154-14d1-4333-8f86-c15fcb56a37a,Pengguna Google,1,loading lama banget udah isi data tinggal klik pesan aja loading lama trus gagal👎,2026-05-06 1:44:34,1
a2bad33e-32ea-4451-b6d9-e9a636d83409,Pengguna Google,1,Aplikasi bobrok sering gangguan,2026-05-06 1:43:07,1
54e3c5f1-36ed-48da-abd0-0696f03df503,Pengguna Google,3,"Aplikasinya loading terus, mesen tiket susah eror Mulu, padahal wifi sm kuota normal kenceng sinyal, tolong perbaiki aplikasinya.",2026-05-06 1:31:57,1
758c7a41-e11c-4650-a9ff-809f5264841e,Pengguna Google,1,mau di gunakan untuk beli tiket commuter line malah gabisa terus dan error,2026-05-06 1:17:44,1
87739f50-89e1-4f2f-8f2c-80c940b07d3b,Pengguna Google,1,jelek banget sering gangguan udah beli tiket malah gak ada,2026-05-06 1:14:56,1
6f6d3a59-d9a0-418d-81f2-0cd89ce80a0e,Pengguna Google,3,Loading dan balik² terus,2026-05-06 1:12:14,1
f54e3680-af99-4a6e-98dc-b84b4562e886,Pengguna Google,1,di perbaiki lagi dong tolong Skrang ko susah ya pesen tiket nya,2026-05-06 1:06:05,1
f6facde3-04dd-4a3b-9817-fa6e3f0e06e5,Pengguna Google,3,pas mau chek in trouble.. padahal setengah jam lagi berangkat.. untung ada petugas yg membantu cetak tiket manual . tolong jangan seperti ini lagi,2026-05-06 0:55:30,1
cda164c6-abb8-414c-a940-86709d20070c,Pengguna Google,1,"aplikasi cacat mau psen tiket malah eror , masak aplikasi sndri kalah Ama aplikasi sebelah emang pea aplikasi nya",2026-05-06 0:54:41,1
bcaa0ead-36f2-49e3-8a07-1299571f65fb,Pengguna Google,2,"tolong jangan eror terus dong apk nya, kalo mau pesen tiket di Deket hari gitu jadi sulit kalo apk nya eror terus..",2026-05-06 0:53:12,1
dd66cbb4-632d-4e9d-b65c-5d600a6ecba4,Pengguna Google,1,"Bagusan aplikasi versi dulu, yang sekarang banyak update nya tapi malah tambah lemot + tambah banyak gangguan.. search kereta nya aja lama banget, mau ganti kursi ""terjadi kesalahan""",2026-05-06 0:48:44,1
79bb5ce1-842c-429e-9230-782bbb8ce77e,Pengguna Google,2,ini habis update kenapa jadi sering error gini yh apalagi pas bagian pembayaran mesti gabisa 😭 udh ku coba berulang kali sampai tiketnya akhirnya sold cuma gegara loading pas pembayaran kan ngeselin😔 btw aku pakai wifi sinyalnya full padahal,2026-05-06 0:35:11,1
5ded8d92-8af9-4e8a-9697-46092001bf4f,Pengguna Google,4,"ini di-update kok makin eror sih anjayy, abu abu semua ga bisa diteken pdhl wifi kenceng bgt",2026-05-06 0:31:09,1
9b8d9731-2ab9-49e6-ada2-0b6aa2b00ad6,Pengguna Google,4,kurangnya cuman aplikasi sering dalam pemeliharaan,2026-05-06 0:21:15,1
f23bf280-e0e7-4d3a-a36f-0884b5cca039,Pengguna Google,1,"sering overload server nya, padahal pendanaan pembuatan aplikasi nya besar, tp kok gini amat server nya, tolong bisa di improve lg agar tidak sering overload terlebih ketika high session",2026-05-06 0:10:02,1
9c9264bc-da60-4f3d-9da7-e57028d66423,Pengguna Google,3,"kok semenjak di upgrade aplikasi ya agak ngelek dan suka keluar tiba"" dari aplikasi ya",2026-05-05 23:56:08,1
776185d7-1fe5-4efe-bde6-a6f1cc3c5631,Pengguna Google,1,Harus Punya Kartu Juga kalau lagi pemeliharaan Aplikasi HedeH,2026-05-05 23:56:06,1
dc20d6ad-df2f-4842-a159-5c6d0ec77c97,Pengguna Google,1,"sering gangguan, sering lag, login aja gk bisa. aneh. sekelas bumn aplikasi masih sering EROR",2026-05-05 23:47:23,1
190ea60a-7805-4b9d-a735-2da10f4df15d,Pengguna Google,1,saya setiap ingin membeli tiket kereta lokal selalu error pada saat ingin payment tolong dong pihak kai diperbaiki sistem nya,2026-05-05 23:45:46,1
d8a8517b-817c-46ce-ab6d-45f1f5c53c8e,Pengguna Google,1,selalu error loading lama nunggu 5 mnit baru bisa,2026-05-05 23:35:52,1
f7265e91-679a-4040-9371-3540ae29a38d,Pengguna Google,1,"aplikasi gajelas, suka eror sendiri",2026-05-05 23:31:47,1
459b6392-5e71-436c-b75f-11c15033c57a,Pengguna Google,3,setelah update ko malah lemot banget ya jadi nya .padahal ada update an yang lalu lancar lancar aja,2026-05-05 23:27:39,1
7662e604-d712-4e15-bb54-5881bb623ef9,Pengguna Google,2,"aplikasinya sering gangguan 2 minggu terakhiri ini, pesan pukul 00.00 WIB langsung tanpa kursi, dan saat pengisian data penumpang dan dilanjutkan tidak bisa diminta batalkan pembelian. setelah selesai batal tetap tidak hilang dan susah pesan lagi. mohon diperbaiki sebelumnya sudah sangat baik padahal. per tanggal 6 Mei 2026 mau beli tiket diaplikasi juga sering muter2 terus padahal paket internet juga masih ada mohon diperbaiki KAI.",2026-05-05 23:23:14,1
c9112752-5d30-4d1f-b296-d258a3b10dcb,Pengguna Google,3,perubahan nama argo bromo anggrek Sudah pasti meninggalkan sejarah. Karena bromo identik dengan jatim. Sedangkan anggrek itu melambangkan kerasnya hidup di Jakarta. Sebenarnya argo bromo anggrek itu mewakilkan nama hubungan jatim dan jakarta. Sekarang hubungan itu sudah pupus. Nama anggrek juga terkesan feminim.,2026-05-05 23:23:09,0
bad56e2d-a785-42a6-877f-7898bd0dad8e,Pengguna Google,1,pemeliharaan Mulu ah kapan beresnya? kereta ttp aja delay 10-15 menit,2026-05-05 23:14:41,1
1bacdca1-ca6d-415a-b6bb-4dd0a96a12bb,Pengguna Google,4,sudah baik pelayanannya,2026-05-05 23:14:26,0
c28722cc-5905-4686-aab8-9dbd03cb9f97,Pengguna Google,1,sampah pagi pagi mw berangkat kerja error mulu apasih di pikirannya kai jam jam kerja loh,2026-05-05 23:13:53,1
eb9d3392-c17a-49db-9b40-cf4c8b1fa607,Pengguna Google,1,aplikasi down parahhh untuk beberapa minggu ini. saya mau beli tiket dipersulit padahal diluar waktu pemeliharaan. jangan bilang jaringan saya jelek. emang aplikasinya aja yg makin kesini makin sering error. saya gabisa pulang kampung keburu habis duluan tiketnya gara gara aplikasinya. mau bilang traffic rame? saya order di H-6 rabu ketemu rabu minggu depan di jam 6 pagi tiket KAI Dhoho Penataran. siapa sih yg maintenance aplikasi? orangnya ganti ya? ga becus banget,2026-05-05 23:05:43,1
8803b41d-84aa-4830-a9c3-f0fbdeba0686,Pengguna Google,1,"ini kenapa servernya sering eror masa sekelas kai menyediakan aplikasi yang memudahkan untuk pelanggan beli tiket malah sering bermasalah, apa tidak bisa diberi aplikasi yang bener"" mumpuni jujur mengecewakan, semoga untuk aplikasi bisa diperbaiki",2026-05-05 23:02:07,1
03e1d0bf-a775-47bf-9259-0f2fa5a94de9,Pengguna Google,2,"yang bner aja appnya maintenance pas mau scan tiket, untuk masih ada bukti pembayaran 😑",2026-05-05 22:57:30,1
61d3f488-47a3-4933-9a9c-2302ca3f9f39,Pengguna Google,1,apk lelet najis delay mulu,2026-05-05 22:41:14,1
7d1b0491-08e5-4b29-baf8-91e7cf20242b,Pengguna Google,2,suka eror pdhl pelangga udh an. ntah gabisa digunakan ga bisa milih kursi aneh bgt aplikasi,2026-05-05 22:38:53,1
63dbf12b-afc4-4664-9480-b4efb2edd268,Pengguna Google,1,saat ingin pesan kereta ditungguin jam 00.00 biar bisa dapat yang malam malah error,2026-05-05 20:52:11,1
140bae5a-0139-43c9-9959-b6aae5fcc499,Pengguna Google,1,katanya ada perbaikan kok makin buruk aja commuter jd susah dibuka dengan alasan sinyal 👎👎👎👎 yang betul dong perbaikannya kalo ada penurunan mending tidak usah di perbaiki,2026-05-05 20:19:27,1
2defc10e-73f0-4841-a2e3-7c39eb892e35,Pengguna Google,5,"Sangat baik, Responsif, dan arahan yang sangat Jelas",2026-05-05 18:58:01,0
51780f14-41a6-42cc-a857-a01a4af51565,Pengguna Google,1,"Server sering eror di jam² WAR tiket, dan sering tidak siap",2026-05-05 17:25:17,1
2c6eb506-85a5-4ed8-984c-ca2564d8e689,Pengguna Google,2,sangat membantu tapi jelek bgt update annya yg sekarang bikin pusing,2026-05-05 17:21:19,0
6723c146-edb8-4fb9-91a0-5af29b58e694,Pengguna Google,1,"Aplikasi Access by KAI Selau Error dan Kebanyakan NGEBUG Bikin Saya Emosi Aja!!😡 ,,,, Minimal Perbaikin Lah!!!😡",2026-05-05 16:13:06,1
a9868fbf-5c7e-4f00-9383-ba445bfeb5cf,Pengguna Google,1,"makin kesini makin bego KAI....kalau kerja itu yg serius jgn main main jadi halal hasilnya ...ngatur jalan saja susahnya sampai ditahan 30mnt lebih,kereta kaya bus ekonomi...sampai 3X oper penumpang...Ac ga dingin..Pak kalau SDH ga produktif pensiun bagusan atau resign..jgn kebehoan kalian ditimpakan ke customer....saya bayar memang sesuai tarif...sangat buruk pelayanan dan ketepan waktu yg buruk....telat terus ...",2026-05-05 14:05:50,0
4efae83b-2a55-47f5-aacd-d8683144c3fc,Pengguna Google,3,"menu pemilihan kursi,kenapa jadi gak bis a pilih di kursi E eko....yg sebelumnya sudah bagus, diganti malahan jadi jelek...",2026-05-05 13:57:37,1
82ee9d4f-67bf-4a58-ba40-10eee4f1f84f,Pengguna Google,1,"seharusnya kai acces jangan kebanyakan bisnis masa tiket murah beli di aplikasi kai acces cepat habis giliran beli di traveloka, shopee, tokopedia dll ada harusnya tiket mahal suruh beli di aplikasi selain kai acces sbb orang2 kaya banyak duitnya tiket mahal kebeli tolong kemenhub ,kpk, anggota dewan di usut sbb tiap mo beli tiket murah di bawah 100ribu sulit dri sebelum sebulan sdh habis giliran tiket mahal banget kursi kosong pantes banyak kecelakaan kereta bisnis mulu merugi",2026-05-05 13:41:52,0
6c5f2832-5a8a-4bde-a49c-cdd348cd102c,Pengguna Google,3,"min, aplikasinya untuk tiket masih ada yang bug, seperti tidak ada keterangan tiket, dan harga tiketnya jadi 0/null",2026-05-05 13:38:02,1
d412d640-64c0-4020-847d-eb67a569032d,Pengguna Google,5,"kembalikan Booking hingga 10 Kursi Per Akun seperti dulu lah min, kita mau hiling lebih dr 4 orang jadi bingung harus bolak balik, keburu di ambil orang lain kursinya hadehhh",2026-05-05 13:26:11,1
87ff8c20-a058-4e4c-b85c-9e9972813374,Pengguna Google,2,"Aplikasinya bkin cape bgt, byk bgt tahapan yg ga penting, bisa ga sih dibikin simple aja, kalo lg buru2 ngga bgt deh, ditambah drama erorrr dahlah..",2026-05-05 13:08:15,1
c59771b4-b317-4caf-80fa-092de5244d1c,Pengguna Google,5,"pelayanan mantabb, terbaik, sehat selalu buat semua jajaran kai",2026-05-05 12:36:19,0
0e470b68-f17b-4ba6-a35f-5eb087688d3c,Pengguna Google,1,"Pelayanannya miris, nyaris no etik. note: bukan apknya. tpi sampai saat ini sy skit hati sma KAI, trauma berat!!!",2026-05-05 12:34:14,0
c7727da4-388f-4f6b-be4e-e18c43b79d83,Pengguna Google,1,saya donlod aplikasi ini tpi tidak bisa membantu tidak bisa masuk ke aplikasi,2026-05-05 12:18:00,1
c45cf032-9830-4664-a499-deafeb4c1ddb,Pengguna Google,5,respon sangat cepat. good buat KAI. semoga semakin maju,2026-05-05 10:24:59,0
3a24b00d-b1bc-4ed4-b9d7-d2ae72f93442,Pengguna Google,1,aplikasi menyusahkan !,2026-05-05 8:05:48,0
a33b90b9-a711-4065-839b-4dec7a44e37a,Pengguna Google,1,"pemesanan lebih dari 30 tiket, 1 nama yg salah pun tiket hangus NIK sesuai padahal, tidak bisa dirubah nama nya, tidak bisa dibatalian tidak bisa beli tiket lagi, aplikasi aneh, keberangkatan pun masih 2 pekan lagi, bener bener mengecewakan.",2026-05-05 7:01:56,1
698c28f0-baea-4ac5-ac51-85101f224a3b,Pengguna Google,2,nggak bisa pesan tiket kereta bandara nih.. setelah isi data penumpang nggak ada next nya.. mohon bisa diperbaiki,2026-05-05 5:44:11,0
681cdb6b-6d46-4fde-bcf8-6234fd6af661,Pengguna Google,1,update aplikasi baru. reduksi jadi hilang. nama daftar penumpang juga hilang,2026-05-05 2:41:22,0
da4bdee3-7def-4a7e-9b8e-7cd01b07557e,Pengguna Google,1,"apa si harus nunggu kode sebelum brangkat 2 jam kenapa ga pas bayar lasung dapet kode, tiket saya hangus 2 kali gara"" 2 kali pas sibuk apk ga jelas emang lu doang yg punya urusan",2026-05-05 2:34:28,1
7595790a-5843-4915-b5ef-39e5167708cd,Pengguna Google,3,"kereta api supas jam 2 pagi tujuan gubeng porong kenapa,di hilangkan. tolong buka lagi . biar saya tidak nunggu kereta jam 5 pagi tujuan turun di stasiun porong. sangat kecewa harus oper2",2026-05-05 1:04:48,0
ac131661-0707-447f-894c-b5ae3c50a878,Pengguna Google,1,"Aplikasi terbaru Mei 2026 jadi ngebug, error, UX nya cacat. Hasil pencarian kereta ngeblank. Tidak bisa isi data penumpang tersimpan 🤣. Awalnya sudah bagus, sejak diupdate jadi gak jelas sistemnya",2026-05-04 22:37:42,1
ac4479bc-7aa9-426e-9c4d-075db6979719,Pengguna Google,2,"buka aplikasi br bbrapa menit udah gak bs mlanjutkan pilihan, selalu eror..kt gak bs lama2 buka aplikasi, kt gak bs lama2 milih kursi,,slalu ket nya corred dsb pdhal kt lg mau milih kursi dan perbarui data tp kembali eror,,lha gmna itu bs tjadi, kita bukannya sengaja..trua promo srg tdk terinfo,,hrs nya d info agar semua masyarakat bisa mrasakan promo yg dlaksanakan...",2026-05-04 21:57:19,1
bb29f24c-6716-4869-a5ff-3d72e971d889,Pengguna Google,1,makin kacau nih. banyakrute perjalanan yg ga muncul. loading terus.,2026-05-04 13:07:50,1
cd481e37-354f-4eed-8f05-793f1a2d8207,Pengguna Google,4,"aplikasi nya kenapa ya kalo mau pesen tiket suka mendadak eror , jadwal nya ga muncul muncul",2026-05-04 13:06:22,1
e07c61a3-ef07-494d-8896-0ba9ff4ac5db,Pengguna Google,1,"Tolong jadi perhatian kualitas aplikasi ini, karena ga semua orang punya waktu untuk menerima lambatnya aplikasi!!",2026-05-04 12:13:14,1
fa3c8efc-5077-4570-86ef-8e4e26d07612,Pengguna Google,1,kenapa apk kai sering eror,2026-05-04 12:10:56,1
b1964738-3bd2-48d8-a6d4-840bbd235959,Pengguna Google,5,"aplikasi access by kai tidak kompatibel dengan perangkat saya, gimana solusinya ya, mohon dibantu",2026-05-04 12:04:53,1
3591a42c-a154-45d2-b750-e419ec3d0bfe,Pengguna Google,3,Haloo minn kenapa akhir-akhir ini gabisa selalu di bukaa yaa buat barcode nya ituu jadi jantungan padahal besok mau pergi eh lihat di tiket nya malah ngga bisa barocde nyaa,2026-05-04 11:49:27,1
7638112e-cf40-407c-b31e-d5f892a8bc6c,Pengguna Google,3,"kalo yang akses banyak suka lemot/ delay aplikasinya, mohon untuk di tingkatkan lebih baik",2026-05-04 11:40:40,1
5c6409ef-e77b-4a0b-b3d1-3f9c30d14818,Pengguna Google,1,TERLALU SERING GANGGUAN,2026-05-04 11:37:33,1
bec777e0-32b2-4fb7-b62a-53963bb3f3a6,Pengguna Google,1,aplikasi dikit dikit error,2026-05-04 11:37:32,1
aac1b2cb-802f-4623-aee8-46981a92e3c3,Pengguna Google,1,"lag parah, udah diulang ulang masih lag, gak bisa pesen tiket, mana perlu banget lagi",2026-05-04 11:36:36,1
fcff83e6-e190-4178-a202-e3a439ef461d,Pengguna Google,1,di saat osi saldo kai pake BRI sudah mah kena admin bank 6500 di kai malah kena potongan lagi.isi saldo 23000+6500 admin setandar bank BRI masuk cuma 21 ribu berarti kena potongan 2000 biaya admin keseluruhan jadi 8500.,2026-05-04 11:33:43,0
a332f1ad-2a55-462d-979c-363bf427b99f,Pengguna Google,3,"Kok skrg lemot sih aplikasinya, ga sinkron juga sama tiket yg tersedia",2026-05-04 11:18:28,1
f0c8d843-f879-4f41-aec4-6e2457b0255d,Pengguna Google,3,"maaf sebelumnya,kenapa ya tiketnya kok gada yg muncul padahal uda diupdate,diunstal dan da didownld lgi pun masih tetap sama,kendalanya dimana ya soalnya mau berangkat pake kai jdi gabisa🥲",2026-05-04 11:16:30,1
0790a658-30fc-4fbc-ae51-249219059268,Pengguna Google,1,aplikasi apaan ini malah ssring eror.. mau cari tiket malah tidak tersedia mulu.. pdhal uda bnar mekanismenya,2026-05-04 11:05:45,1
a94c3a53-bead-4383-8f14-9b9ab353a9c2,Pengguna Google,5,pakai KAI Lodaya ke Yogyakarta tempatnya enak karena New Generation,2026-05-04 10:37:04,0
7da89c4f-3672-4971-b298-1d9b40b3cc76,Pengguna Google,1,"verifikasi otp akun basic ga bisa"" 💩",2026-05-04 8:30:58,1
e8d6b082-ce99-4dae-9155-6faeecfa139a,Pengguna Google,5,semoga makin berinovasi dan makin lebih murah,2026-05-04 1:33:00,0
56bdf3cc-9d36-4399-b9fe-bd81857863b9,Pengguna Google,1,"apl yg ribet bgt, lupa sandi tp ga ada solusi, bikin akun baru jg ttep ga acc, ngecek jadwal pun ga bisa",2026-05-04 1:24:24,1
8a9fe340-c941-47d0-b4e9-76631cc47533,Pengguna Google,1,"aplikasi sampah, jadwal kereta ga ada",2026-05-04 0:15:44,1
67c4b0ad-c949-41a6-903a-a7a20337c704,Pengguna Google,3,tolong dibenahi kembali di masalah payment. kadang transaction not found,2026-05-04 0:03:57,1
c8401d0c-234b-428c-a592-af0c670b329f,Pengguna Google,1,"aplikasiny bagus, pelayanan staf kurang baik terlalu cuek",2026-05-03 22:04:28,0
da865984-b5e8-4b1f-beba-37e60f85caf8,Pengguna Google,1,"aneh jadi ngebug,gabisa beli tiket kcewa pokonya saya mau berangkat sekolah tiket gabisa di beli semaleman",2026-05-03 22:04:14,1
bb848ca6-dbb4-41f1-ba50-a9b742c2709b,Pengguna Google,5,"semenjak ad aplikasi ini sangatt membantu,,,,,sukses teruss yaa",2026-05-03 20:09:28,0
4fb8d625-3941-4d86-9850-536c8ab97174,Pengguna Google,1,"Aplikasi sering error, versi terampas",2026-05-03 17:16:58,1
4a63afc3-733c-4981-86d2-086039f5dc1a,Pengguna Google,3,kadang ngebug jadwal kereta tidak tersedia tolong diperbaiki lagi,2026-05-03 15:14:30,1
d735e756-6a50-42da-96d6-60952892d0b7,Pengguna Google,1,"uda pesen tiket,gara"" maintenance tiket hilang",2026-05-03 12:49:35,1
391128a4-f485-4bb9-b6ff-d89277b02a7d,Pengguna Google,3,kenapa TDK bisa lagi di download,2026-05-03 12:18:05,1
e86717ba-9122-4195-a790-24ea3ae47478,Pengguna Google,1,"semenjak kecelakaan yang parah itu aplikasi ikutan rusak, makin susah di akses.",2026-05-03 11:27:42,1
